Sample	Mapping Rate	Unique Rate of Mapped	Duplicate Rate of Mapped	Duplicate Rate of Mapped, excluding Globins	Base Mismatch	End 1 Mapping Rate	End 2 Mapping Rate	End 1 Mismatch Rate	End 2 Mismatch Rate	Expression Profiling Efficiency	High Quality Rate	Exonic Rate	Intronic Rate	Intergenic Rate	Intragenic Rate	Ambiguous Alignment Rate	High Quality Exonic Rate	High Quality Intronic Rate	High Quality Intergenic Rate	High Quality Intragenic Rate	High Quality Ambiguous Alignment Rate	Discard Rate	rRNA Rate	Chimeric Alignment Rate	End 1 Sense Rate	End 2 Sense Rate	Avg. Splits per Read	Alternative Alignments	Chimeric Reads	Duplicate Reads	End 1 Antisense	End 2 Antisense	End 1 Bases	End 2 Bases	End 1 Mapped Reads	End 2 Mapped Reads	End 1 Mismatches	End 2 Mismatches	End 1 Sense	End 2 Sense	Exonic Reads	Failed Vendor QC	High Quality Reads	Intergenic Reads	Intragenic Reads	Ambiguous Reads	Intronic Reads	Low Mapping Quality	Low Quality Reads	Mapped Duplicate Reads	Mapped Reads	Mapped Unique Reads	Mismatched Bases	Non-Globin Reads	Non-Globin Duplicate Reads	Reads excluded from exon counts	Reads used for Intron/Exon counts	rRNA Reads	Total Bases	Total Mapped Pairs	Total Read Number	Unique Mapping, Vendor QC Passed Reads	Unpaired Reads	Read Length	Genes Detected	Estimated Library Complexity	Genes used in 3' bias	Mean 3' bias	Median 3' bias	3' bias Std	3' bias MAD_Std	3' Bias, 25th Percentile	3' Bias, 75th Percentile	Median of Avg Transcript Coverage	Median of Transcript Coverage Std	Median of Transcript Coverage CV	Median Exon CV	Exon CV MAD
MUN_FAM4_ATYPICALMDC1A_01_R3	0.98801	1	0	0	0.00206367	0.989881	0.98614	0.00198463	0.00214301	0.887524	0.921671	0.898294	0.0544925	0.0273064	0.952787	0.0199071	0.92539	0.0445943	0.0123116	0.969985	0.0177037	0	0.0144832	0	0.0143035	0.98614	0.39646	19382515	977603	0	36375381	511608	4390793705	4374202132	43473205	43308932	8714110	9373962	527845	36401193	77955878	0	79984561	2369707	82684853	1727577	4728975	6360871	6797576	0	86782137	86782137	18088072	86780831	0	0	86782137	1256880	8764995837	43212284	107217753	87835238	0	101	22951	0	8470	0.47981	0.464646	0.298573	0.374497	0.222222	0.730769	0	0	0.875709	0.236795	0.220872
M_0146-01-H1	0.965637	1	0	0	0.0118955	0.966376	0.964898	0.011825	0.0119661	0.846753	0.879755	0.876885	0.068782	0.0185477	0.945667	0.0357854	0.896814	0.0694276	0.0128728	0.966242	0.0208854	0	0.0173219	0	0.498377	0.50282	0.220509	21592154	481514	0	29428813	29120511	5162492356	5154600136	67927531	67823686	61046572	61680466	29238431	29450845	119038201	0	119427836	2517867	128375435	4857915	9337234	16742431	16323381	0	135751217	135751217	122727038	135655420	0	0	135751217	2351475	10317092492	67307113	162174191	140582037	0	76	25929	0	8958	0.623556	0.684211	0.290273	0.316716	0.419355	0.875	0	0	0.921705	0.237979	0.231133
NH11-441	0.9929	1	0	0	0.00211537	0.993263	0.992537	0.00196886	0.00226198	0.902449	0.932612	0.908903	0.0532457	0.0188779	0.962149	0.0189735	0.922042	0.0521135	0.0126866	0.974156	0.0131576	0	0.0105608	0	0.50066	0.501669	0.276195	10197025	317529	0	21008916	20955504	3731902480	3729173852	49103980	49068077	7347597	8435331	21064480	21095845	89228875	0	91556451	1853278	94456113	1862666	5227238	6310666	6615606	0	98172057	98172057	15782928	98094875	0	0	98172057	1036775	7461076332	48932979	109071123	98874098	0	76	23783	0	7189	0.610361	0.666667	0.294027	0.335197	0.4	0.866667	0	0	0.889043	0.242895	0.229998
NH12-1413	0.99323	1	0	0	0.00217956	0.993644	0.992816	0.00203659	0.00232266	0.898905	0.927614	0.905032	0.0531597	0.0220999	0.958191	0.0197089	0.922701	0.0517289	0.0122754	0.97443	0.0132946	0	0.0120442	0	0.500933	0.500948	0.281384	14249558	286878	0	21815924	21797709	3899455500	3896204524	51308625	51265849	7941578	9049552	21897452	21880530	92833133	0	95149546	2266885	98285961	2021628	5452828	7152409	7424928	0	102574474	102574474	16991130	102545196	0	0	102574474	1235431	7795660024	51139496	117523171	103273613	0	76	23582	0	7162	0.586319	0.628866	0.295334	0.340441	0.37037	0.844156	0	0	0.890325	0.244085	0.230709
NH12-843_Fibroblasts	0.991469	1	0	0	0.00223275	0.994532	0.988405	0.00196566	0.00250149	0.901211	0.913636	0.908966	0.0454264	0.0317423	0.954392	0.0138658	0.946887	0.0350778	0.00767943	0.981965	0.0103556	0	0.00469192	0	0.0197805	0.982392	0.42132	14453442	133104	0	19617734	349614	2346572188	2332116058	23233388	23090258	4612568	5833761	395879	19506163	42106599	0	42322953	1470417	44210914	642315	2104315	3799970	4000693	0	46323646	46323646	10446329	46323636	0	0	46323646	217347	4678688246	23043582	61175681	46722239	0	101	18569	0	5474	0.428125	0.375	0.308335	0.377514	0.15	0.686275	0	0	0.870487	0.195507	0.180237
NH12-843_MyoD_Day5	0.979662	1	0	0	0.00244608	0.982229	0.977095	0.00222014	0.00267321	0.863807	0.920734	0.88174	0.0623552	0.0367113	0.944095	0.0191937	0.912481	0.05583	0.0160941	0.968311	0.0155954	0	0.00567143	0	0.0251713	0.974764	0.392389	25337583	56841	0	37591228	970274	4604877143	4580809954	45592843	45354554	10223493	12245470	970652	37477103	80191944	0	83738363	3338793	85862987	1745617	5671043	8004546	7209034	0	90947397	90947397	22468963	90947298	0	0	90947397	515802	9185687097	45242339	118173070	92835487	0	101	22888	0	8350	0.489264	0.480519	0.30988	0.407426	0.211679	0.762712	0	0	0.955218	0.218408	0.217504
OUN_HK018_0047_R1	0.990488	1	0	0	0.00232127	0.992198	0.988779	0.0022943	0.00234834	0.912759	0.909707	0.921524	0.0351542	0.0270856	0.956678	0.0162363	0.945293	0.0294805	0.0122671	0.974773	0.0129595	0	0.00694031	0	0.016882	0.984614	0.448815	43157694	2825207	0	83196512	1299129	10098859609	10064059049	99988709	99644149	23169821	23633858	1428638	83138636	183966447	0	181607463	5407173	190984378	3241307	7017931	16000030	18025395	0	199632858	199632858	46803679	199450853	0	0	199632858	1385514	20162918658	99374623	244707595	201549901	0	101	24911	0	12008	0.485526	0.477714	0.297727	0.377217	0.227488	0.735849	0	0	0.890332	0.232035	0.223339
OUN_HK047_0116_R1	0.989708	1	0	0	0.00254746	0.991712	0.987704	0.00225913	0.00283696	0.938679	0.925004	0.94844	0.0190009	0.0134212	0.967441	0.0191377	0.962124	0.0157957	0.00717104	0.97792	0.0149089	0	0.0186225	0	0.0141832	0.98694	0.447553	23767692	2294612	0	74863531	991922	8989862338	8953530921	89008538	88648821	20309283	25400784	1077081	74958587	168497389	0	164333806	2384374	171873030	3399955	3375641	11785601	13323553	0	177657359	177657359	45710067	177645010	0	0	177657359	3308425	17943393259	88434255	203272529	179504837	0	101	21436	0	8817	0.463916	0.440367	0.301035	0.374901	0.2	0.714286	0	0	1.0085	0.281016	0.274712
OUN_HK079_001_R1	0.991657	1	0	0	0.00216145	0.992665	0.990648	0.00216617	0.00215671	0.94266	0.927617	0.950591	0.0152071	0.0156903	0.965798	0.0185118	0.968595	0.0110631	0.00624485	0.979658	0.0140968	0	0.0205515	0	0.0129426	0.98824	0.436569	27533429	1212016	0	72642880	866721	8577341675	8559916751	84924175	84751651	18580023	18461243	952517	72832852	161292284	0	157394130	2662266	163872562	3140998	2580278	11730977	12281696	0	169675826	169675826	37041266	169609954	0	0	169675826	3487099	17137258426	84607515	198636825	171103396	0	101	20397	0	8356	0.4653	0.44	0.296182	0.360163	0.210914	0.704545	0	0	1.05163	0.299375	0.295539
OUN_HK080_001_R1	0.989914	1	0	0	0.00232587	0.991768	0.98806	0.00226268	0.00238929	0.931535	0.914193	0.941027	0.0216376	0.0166853	0.962664	0.0206505	0.959349	0.0170845	0.00752615	0.976434	0.0160401	0	0.0206292	0	0.0143713	0.986314	0.4502	29078508	3105279	0	76148195	1056946	9074731123	9040797446	89848823	89512846	20533243	21601075	1110303	76169659	168784098	0	163971147	2992710	172665057	3703902	3880959	13064986	15390522	0	179361669	179361669	42134318	179264801	0	0	179361669	3700086	18115528569	89187131	210267648	181189140	0	101	22058	0	9326	0.449249	0.415094	0.299896	0.368319	0.189189	0.690236	0	0	0.973384	0.262412	0.25701
OUN_HK081_001_R1	0.989841	1	0	0	0.00221218	0.991431	0.988251	0.00216108	0.00226344	0.937505	0.924868	0.947127	0.0184756	0.015952	0.965603	0.018445	0.965056	0.0137877	0.00724682	0.978844	0.0139091	0	0.016807	0	0.0138358	0.986997	0.456261	33902848	2158246	0	88286958	1162362	10594269760	10560286896	104893760	104557296	22895069	23902540	1238662	88228211	198376844	0	193714635	3341166	202246572	3863318	3869728	14644356	15736421	0	209451056	209451056	46797609	209347001	0	0	209451056	3520234	21154556656	104330443	245503595	211600747	0	101	21836	0	9366	0.448375	0.416667	0.295704	0.354286	0.19403	0.68	0	0	1.00959	0.277685	0.272766
OUN_HK112_001_R1	0.991093	1	0	0	0.0023157	0.99244	0.989746	0.00229757	0.00233388	0.918684	0.921482	0.92694	0.0341326	0.0212528	0.961073	0.0176747	0.943159	0.0300975	0.0127686	0.973257	0.0139745	0	0.0124727	0	0.0160458	0.985194	0.456526	32662791	2556103	0	81394979	1230189	10089161387	10061773217	99892687	99621517	23180558	23482921	1327350	81856436	184937686	0	183848697	4240236	191747621	3526347	6809935	13850749	15665507	0	199514204	199514204	46663479	199465188	0	0	199514204	2488481	20150934604	99364700	233969973	201307182	0	101	23966	0	10403	0.492524	0.48731	0.299889	0.385866	0.227273	0.749004	0	0	0.961274	0.26202	0.259718
OUN_HK116_001_R1	0.98364	1	0	0	0.00240323	0.987724	0.979556	0.00239922	0.00240728	0.934761	0.922356	0.950308	0.01793	0.0141209	0.968238	0.0176414	0.96074	0.0156519	0.00908409	0.976392	0.014524	0	0.012317	0	0.0132949	0.987451	0.433044	18947514	2967360	0	80700196	1022239	9660291551	9580410550	95646451	94855550	23177192	23062683	1087356	80435943	181035523	0	175710610	2690054	184451232	3360715	3415709	13399136	14791391	0	190502001	190502001	46239875	190472640	0	0	190502001	2346404	19240702101	94554130	212617989	193670475	0	101	23448	0	10793	0.487353	0.478632	0.296108	0.368634	0.231132	0.729167	0	0	0.968883	0.266448	0.25795
OUN_HK124_001_R1	0.991208	1	0	0	0.00167572	0.992543	0.989873	0.00161047	0.00174114	0.932036	0.923789	0.940303	0.0305964	0.013112	0.970899	0.0159886	0.948595	0.0288044	0.00916249	0.977399	0.0134381	0	0.0118308	0	0.0122701	0.988583	0.457098	10181271	2056279	0	43228239	498996	5225291459	5211233370	51735559	51596370	8415164	9073497	537002	43208984	97163325	0	95456890	1354887	100324913	1652129	3161588	6221310	7875039	0	103331929	103331929	17488661	103327049	0	0	103331929	1222498	10436524829	51428774	114429738	104248467	0	101	20640	0	6629	0.468921	0.444444	0.309611	0.397298	0.193584	0.736842	0	0	0.928749	0.242177	0.233265
OUN_HK137_001_R1	0.98739	1	0	0	0.00232994	0.989278	0.985502	0.00232779	0.0023321	0.929968	0.93549	0.941844	0.0259343	0.0169187	0.967779	0.0153026	0.952932	0.0231755	0.0116175	0.976108	0.0122745	0	0.00799971	0	0.0141303	0.986929	0.430336	18732881	2304042	0	71931236	955320	8721230820	8687939604	86348820	86019204	20301219	20261115	1030977	72132630	162343857	0	161248502	2916244	166814095	2637685	4470238	10037334	11119522	0	172368024	172368024	40562334	172358660	0	0	172368024	1378895	17409170424	85828019	193302170	174569289	0	101	24505	0	11497	0.485797	0.47561	0.29579	0.371417	0.233333	0.733333	0	0	0.924897	0.251295	0.242119
RGP_248_3	0.980945	1	0	0	0.00218964	0.982876	0.979014	0.00215213	0.0022273	0.90334	0.920355	0.920888	0.0315669	0.0220553	0.952455	0.02549	0.94118	0.0264578	0.011116	0.967638	0.0212462	0	0.0353557	0	0.0249678	0.976494	0.325324	19003244	1032031	0	45575246	1103584	5516082579	5494404949	54614679	54400049	11871327	12237711	1167054	45846047	100390329	0	100332212	2404354	103831587	2778787	3441258	8976134	8682516	0	109014728	109014728	24109038	109006172	0	0	109014728	3854297	11010487528	54231155	130135590	111132346	0	101	21657	0	8227	0.681524	0.773585	0.286232	0.26214	0.5	0.921875	0	0	1.18894	0.357054	0.342561
RGP_273_3_R1	0.99091	1	0	0	0.00189956	0.99225	0.989571	0.00196681	0.00183213	0.942913	0.932661	0.951563	0.020682	0.0115631	0.972245	0.0161924	0.960357	0.0188603	0.00782185	0.979218	0.0129603	0	0.0128151	0	0.0115698	0.989221	0.456806	12269615	1622075	0	52779406	575857	6327320942	6310235883	62646742	62477583	12444613	11561192	617797	52849888	119063627	0	116698551	1446825	121651443	2026057	2587816	7326121	8425774	0	125124325	125124325	24005805	125092033	0	0	125124325	1603480	12637556825	62322925	138541697	126272082	0	101	21471	0	8306	0.458853	0.430769	0.297513	0.364103	0.20051	0.7	0	0	0.932434	0.25023	0.235605
RGP_54_3_2	0.985808	1	0	0	0.0045398	0.987874	0.983742	0.00508053	0.0039968	0.936229	0.919639	0.949707	0.0179169	0.0141246	0.967624	0.0182517	0.965012	0.0142135	0.00651712	0.979226	0.0142568	0	0.0121582	0	0.0128846	0.988026	0.464474	17781611	959543	0	48678961	587591	5909013585	5884294643	58505085	58260343	30020901	23518355	635398	48484468	110892925	0	107382010	1649261	112984999	2131168	2092074	8272925	9383418	0	116765428	116765428	53539256	116715716	0	0	116765428	1419663	11793308228	58029853	136228023	118446412	0	101	20316	0	6761	0.458599	0.430108	0.309643	0.399402	0.180556	0.722222	0	0	0.988182	0.252163	0.2493
RGP_56_3_3	0.986913	1	0	0	0.00449701	0.988921	0.984905	0.00503126	0.00396059	0.927498	0.914099	0.939797	0.0196813	0.0209922	0.959479	0.0195293	0.963151	0.0135181	0.00736665	0.976669	0.0159646	0	0.0197353	0	0.0178679	0.983932	0.412527	16436891	549369	0	34614354	564609	4172485336	4155539455	41311736	41143955	20992858	16458380	629738	34573151	77491630	0	75372634	1730927	79114466	1610298	1622836	6374435	7083057	0	82455691	82455691	37451238	82441019	0	0	82455691	1627287	8328024791	40981995	99985977	83549086	0	101	20815	0	6389	0.49526	0.491961	0.301158	0.387244	0.231884	0.755025	0	0	1.03398	0.305615	0.293598
RGP_7_1_2	0.98636	1	0	0	0.00521109	0.986987	0.985733	0.00663883	0.00378153	0.932487	0.925817	0.945382	0.0255409	0.0132541	0.970923	0.0158227	0.961212	0.0208264	0.00526787	0.982038	0.0126942	0	0.00286198	0	0.00933099	0.99144	0.466143	11786120	686679	0	38026497	328213	4445740129	4440090694	44017229	43961294	29514524	16790352	358167	38016304	83173342	0	81452040	1166072	85420389	1392062	2247047	5375579	6526483	0	87978523	87978523	46304876	87978483	0	0	87978523	251793	8885830823	43714110	100981297	89195177	0	101	20513	0	8311	0.45706	0.435897	0.313038	0.411685	0.168776	0.727273	0	0	0.919141	0.192831	0.189361
RGP_7_2_2	0.986891	1	0	0	0.00508659	0.988316	0.985466	0.00617866	0.00399136	0.930234	0.932783	0.942591	0.0302456	0.0107443	0.972836	0.0164194	0.953964	0.0268472	0.00550168	0.980812	0.0136867	0	0.00370017	0	0.00821188	0.992336	0.459496	8703779	619060	0	37547171	289744	4378755313	4366129404	43354013	43229004	27054822	17426802	310886	37516127	81612348	0	80763182	930277	84231102	1421638	2618754	4745342	5819835	0	86583017	86583017	44481624	86582982	0	0	86583017	320372	8744884717	43028539	96436905	87733126	0	101	20486	0	8324	0.460366	0.434978	0.312905	0.410803	0.1763	0.735099	0	0	0.913369	0.192945	0.188262
RGP_7_3_2	0.988465	1	0	0	0.00465246	0.989765	0.987165	0.00562855	0.00367381	0.924783	0.920034	0.935575	0.0301471	0.018382	0.965722	0.0158961	0.958279	0.023319	0.00578998	0.981598	0.0126121	0	0.00341099	0	0.0116768	0.989385	0.455338	17882984	700426	0	40788416	436941	4813327306	4800679783	47656706	47531483	27092034	17636785	481907	40724520	89055680	0	87576340	1749745	91925327	1513117	2869647	6469140	7611849	0	95188189	95188189	44728819	95188099	0	0	95188189	324686	9614007089	47325494	114181979	96298995	0	101	20927	0	8810	0.461233	0.4375	0.312408	0.408805	0.175676	0.730769	0	0	0.894727	0.187507	0.181433
RGP_7_5_2	0.987933	1	0	0	0.00460722	0.990087	0.985779	0.00510122	0.00411107	0.931473	0.931053	0.94285	0.028669	0.0124977	0.971519	0.0159833	0.957051	0.024536	0.00547097	0.981587	0.0129423	0	0.00221792	0	0.00866589	0.99189	0.467106	10666323	599979	0	37754227	307529	4418443667	4399221549	43746967	43556649	22539474	18085488	330034	37612309	82314213	0	81284283	1091093	84817120	1395403	2502907	5062433	6019333	0	87303616	87303616	40624962	87303585	0	0	87303616	193632	8817665216	43400930	99036303	88369980	0	101	20531	0	8634	0.446303	0.407895	0.315016	0.407065	0.156627	0.714286	0	0	0.902049	0.184493	0.180605
RGP_94_3_2	0.984039	1	0	0	0.00289716	0.985849	0.982229	0.00247549	0.00332038	0.819264	0.79121	0.832552	0.0731294	0.0258304	0.905682	0.0684878	0.870128	0.0813584	0.0187774	0.951486	0.0297366	0	0.00542483	0	0.0138365	0.986812	0.398377	46954764	813039	0	41270200	550616	4758669237	4741195934	47115537	46942534	11780047	15742565	579047	41201907	78308280	0	74419693	2429553	85186687	6441831	6878407	19698489	19638378	0	94058071	94058071	27522612	74022596	0	0	94058071	510249	9499865171	46809546	142538417	95583653	0	101	21250	0	7859	0.520532	0.521574	0.294776	0.381582	0.265193	0.78	0	0	0.945552	0.269839	0.266099
RGP_94_4_2	0.984476	1	0	0	0.00313297	0.987206	0.981746	0.00253469	0.00373457	0.799008	0.80015	0.811608	0.0991308	0.0409969	0.910739	0.0482644	0.844107	0.10375	0.0216061	0.947857	0.030537	0	0.00440407	0	0.0201237	0.981085	0.348484	49821145	939383	0	39795479	764326	4722672837	4696549793	46759137	46500493	11970520	17539597	817280	39644843	75690249	0	74621692	3823355	84935154	4501121	9244905	18468664	18637938	0	93259630	93259630	29510117	74834000	0	0	93259630	410722	9419222630	46360294	144551379	94730234	0	101	21321	0	7499	0.517116	0.512987	0.291886	0.370242	0.270833	0.772727	0	0	0.949003	0.279658	0.275037
RP-1118_MAN_1438-01-M1_R1_v2_RNA_OnPrem	0.991413	1	0	0	0.00194327	0.992335	0.990491	0.00201354	0.00187287	0.919823	0.931462	0.92779	0.0370402	0.0179653	0.96483	0.0172043	0.938963	0.0352235	0.0108034	0.974186	0.0150102	0	0.0185378	0	0.0103848	0.989819	0.375282	17968054	1139765	0	70535221	726493	8393387850	8377788602	83102850	82948402	16900437	15690469	740180	70633474	154060716	0	154670461	2983167	160211284	2856801	6150568	10843178	11380791	0	166051252	166051252	32590906	165801804	0	0	166051252	3078228	16771176452	82762366	185457587	167489533	0	101	23922	0	11521	0.559989	0.584838	0.292012	0.357995	0.323529	0.809524	0	0	0.991532	0.302294	0.278946
RP-1418_BEG_1111-1	0.991274	1	0	0	0.00176979	0.993462	0.989086	0.00173561	0.00180412	0.938289	0.927924	0.946548	0.0241931	0.0144437	0.970742	0.0148148	0.957208	0.0217195	0.00945955	0.978927	0.0116133	0	0.0155237	0	0.0115439	0.988957	0.466123	14907144	1612407	0	54094402	604602	6456695680	6428260645	63927680	63646145	11206336	11597353	631756	54145938	120754807	0	118378755	1842634	123841216	1889975	3086409	7879164	9195070	0	127573825	127573825	22803689	127481010	0	0	127573825	1980412	12884956325	63473114	143603981	128696837	0	101	22345	0	8619	0.479226	0.464789	0.308886	0.399808	0.201439	0.747368	0	0	0.920891	0.217018	0.211133
RP-1418_BEG_1435-01	0.991893	1	0	0	0.00182948	0.993895	0.989892	0.0017983	0.00186079	0.947801	0.926751	0.955548	0.0180971	0.0132428	0.973645	0.0131125	0.967584	0.0151397	0.00711572	0.982724	0.0101604	0	0.0110839	0	0.010412	0.990014	0.483099	17058841	1764907	0	55653738	561856	6558836980	6532422248	64938980	64677448	11794740	12155485	585565	55705130	123854666	0	120122161	1716490	126200348	1699590	2345682	7987327	9494267	0	129616428	129616428	23950225	129609934	0	0	129616428	1436661	13091259228	64501151	147734624	130675783	0	101	20849	0	7491	0.473649	0.454545	0.3113	0.402716	0.192308	0.740741	0	0	0.940587	0.224362	0.216598
RP-1512_HK060-0154	0.972511	1	0	0	0.00189045	0.976578	0.968445	0.00184626	0.001935	0.92709	0.937189	0.953295	0.0171589	0.0100534	0.970454	0.019493	0.962657	0.0148961	0.00723671	0.977554	0.0152097	0	0.0337197	0	0.0131843	0.986981	0.410287	10021951	584192	0	48020722	630368	5671633891	5624401746	56154791	55687146	10471329	10883219	641578	47788799	106618318	0	104817077	1124395	108537405	2180137	1919087	8617428	7024860	0	111841937	111841937	21354548	111825240	0	0	111841937	3771277	11296035637	55549019	125025163	115003212	0	101	20955	0	6943	0.475075	0.461538	0.308361	0.398521	0.19685	0.735849	0	0	0.940607	0.230704	0.221005
RP-1850_MUN_FAM1_CTRL_02_R1_v1_RNA_OnPrem	0.983531	1	0	0	0.00197881	0.984405	0.982656	0.00185331	0.00210453	0.923895	0.917235	0.939366	0.0213481	0.0221111	0.960714	0.0171753	0.9698	0.0102244	0.00528757	0.980024	0.0146884	0	0.0218217	0	0.0131294	0.987737	0.423247	12978783	424684	0	22979932	285847	2664100331	2659367976	26377231	26330376	4937401	5596713	305726	23024735	49511708	0	48345265	1165425	50636913	905269	1125205	4574498	4362342	0	52707607	52707607	10534114	52702668	0	0	52707607	1150168	5323468307	26263729	66568989	53590206	0	101	17274	0	3898	0.440806	0.390244	0.302531	0.358502	0.178571	0.68	0	0	1.15837	0.371812	0.357118
RP-1850_MUN_FAM3_PARTIALMDC1A1_01_R1_v2_RNA_OnPrem	0.988397	1	0	0	0.00192735	0.98923	0.987564	0.00198622	0.00186837	0.887569	0.946142	0.897988	0.0625184	0.0162038	0.960507	0.0232896	0.905805	0.0607194	0.0127382	0.966525	0.020737	0	0.0245575	0	0.0146433	0.986074	0.376861	24346016	1296931	0	115882137	1640921	13808999467	13785750984	136722767	136492584	27427661	25756944	1722120	116188940	245344166	0	258500432	4427115	262425148	6363088	17080982	15339921	14714919	0	273215351	273215351	53184605	273161859	0	0	273215351	6709476	27594750451	136234774	300768729	276422713	0	101	24896	0	13077	0.47091	0.447761	0.288037	0.346628	0.228669	0.703125	0	0	0.921167	0.27005	0.250611
RP-1850_MUN_FAM4_ATYPICALMDC1A_01_R1_v2_RNA_OnPrem	0.989745	1	0	0	0.00212824	0.99155	0.98794	0.00202105	0.00223582	0.885573	0.938066	0.894748	0.0638664	0.0201092	0.958615	0.0212763	0.904076	0.0614172	0.0156403	0.965493	0.0188667	0	0.0128015	0	0.0167578	0.984057	0.375392	6352099	966955	0	28142533	457457	3438585804	3426065642	34045404	33921442	6949549	7660076	479644	28236533	60813208	0	63757364	1366758	65154007	1446081	4340799	3525066	4209482	0	67966846	67966846	14609625	67966417	0	0	67966846	870075	6864651446	33842704	75023163	68671064	0	101	23065	0	7590	0.555357	0.582677	0.297436	0.371623	0.307692	0.820513	0	0	0.938526	0.261037	0.2476
RP-1850_MUN_FAM4_ATYPICALMDC1A_01_R2_v2_RNA_OnPrem	0.988086	1	0	0	0.00187562	0.989834	0.986338	0.00183416	0.00191723	0.88667	0.914676	0.897361	0.050853	0.0319142	0.948214	0.0198715	0.933568	0.0371087	0.0120664	0.970677	0.0172571	0	0.0135397	0	0.0167564	0.984342	0.395585	66530752	1564341	0	96312721	1534605	11736610363	11695157741	116204063	115793641	21526784	22422337	1641356	96473578	208185773	0	212202724	7404015	219983556	4610133	11797783	19767603	19794980	0	231997704	231997704	43949121	231996557	0	0	231997704	3141180	23431768104	115569941	301325818	234795066	0	101	25270	0	13086	0.482368	0.469595	0.291911	0.362779	0.233184	0.722222	0	0	0.921427	0.269061	0.251995
RP-1850_MUN_FAM5_SIBLINGMDC1A_01_R1_v2_RNA_OnPrem	0.987692	1	0	0	0.00222564	0.989835	0.985549	0.00198334	0.00246898	0.888337	0.930746	0.899406	0.0609485	0.0192151	0.960355	0.02043	0.911341	0.0575913	0.0131286	0.968932	0.0179391	0	0.0208332	0	0.0156915	0.984611	0.397159	8002003	968905	0	27301526	426968	3356644908	3342109897	33234108	33090197	6657374	8251616	435232	27317980	59652505	0	61731095	1274425	63694872	1355008	4042367	3981040	4593210	0	66324305	66324305	14908990	66316455	0	0	66324305	1381746	6698754805	32983360	75152801	67150798	0	101	22117	0	6112	0.485477	0.477612	0.304663	0.400398	0.213115	0.75	0	0	0.906743	0.258618	0.242407
RP-1850_MUN_FAM5_SIBLINGMDC1A_01_R2_v2_RNA_OnPrem	0.990294	1	0	0	0.00205563	0.991758	0.98883	0.00192531	0.00218633	0.896325	0.93873	0.90511	0.0581732	0.0171193	0.963284	0.0195972	0.913647	0.0559105	0.0130555	0.969557	0.0173873	0	0.0206994	0	0.0149923	0.985424	0.396745	6350364	872662	0	27975013	414919	3437906983	3427756079	34038683	33938179	6619044	7494199	425794	28051326	61526557	0	63811924	1163718	65480990	1332154	3954433	3560377	4164938	0	67976862	67976862	14113243	67969192	0	0	67976862	1407077	6865663062	33848438	74993488	68643124	0	101	22092	0	6356	0.505818	0.5	0.302973	0.394563	0.240964	0.769531	0	0	0.920344	0.262331	0.247549
RP-1850_MUN_FAM5_SIBLINGMDC1A_01_R3_v2_RNA_OnPrem	0.963616	1	0	0	0.00202161	0.964981	0.962251	0.00194363	0.00209981	0.863306	0.933179	0.895903	0.0624395	0.021644	0.958342	0.0200138	0.910337	0.0584207	0.0134492	0.968758	0.0177929	0	0.0214365	0	0.0168586	0.983686	0.390119	9684437	743447	0	27688074	460672	3427322183	3417627092	33933883	33837892	6661456	7176361	474785	27776300	60716914	0	63243213	1466855	64948547	1356373	4231633	5958969	4528562	0	67771775	67771775	13837817	67764694	0	0	67771775	1452788	6844949275	33748960	80015110	70330673	0	101	22012	0	6262	0.498753	0.5	0.301759	0.389497	0.233333	0.758621	0	0	0.920881	0.26455	0.247871
RP-1903_HK-006	0.994833	1	0	0	0.00190899	0.996065	0.9936	0.00177192	0.00204639	0.951622	0.94635	0.956565	0.0242625	0.00843385	0.980827	0.0107388	0.963267	0.0223713	0.0059574	0.985638	0.00840468	0	0.00271343	0	0.00611918	0.994132	0.465721	20252619	1285292	0	104254415	615705	11991618698	11961942777	118728898	118435077	21248189	24478827	641879	104303982	226862719	0	224440207	2000205	232616908	2546862	5754189	11493695	12723768	0	237163975	237163975	45727016	237163962	0	0	237163975	643527	23953561475	118303212	258648407	238395788	0	101	21917	0	11199	0.475763	0.462235	0.316139	0.417744	0.184615	0.75	0	0	0.890322	0.181801	0.176548
RP-1903_HK-010	0.994476	1	0	0	0.00194672	0.995734	0.993217	0.00182363	0.00207013	0.948596	0.948657	0.953866	0.0262621	0.00901409	0.980128	0.0108578	0.96084	0.024303	0.00619045	0.985143	0.00866609	0	0.00256468	0	0.00650945	0.993804	0.454655	15710100	1205644	0	86036892	536673	9920290700	9895217147	98220700	97972447	18090980	20484362	563722	86082619	187141967	0	186119992	1768502	192294419	2130226	5152452	8987905	10073155	0	196193147	196193147	38575342	196193137	0	0	196193147	503173	19815507847	97858717	212993113	197283013	0	101	21549	0	10734	0.47694	0.461039	0.317644	0.422859	0.18304	0.757576	0	0	0.897988	0.181287	0.17711
